time,open,high,low,close,volume
2026-07-07 00:00:00-04:00,4142.39990234375,4142.39990234375,4141.7001953125,4142.39990234375,0
2026-07-07 00:01:00-04:00,4141.7001953125,4142.7998046875,4141.7001953125,4142.7998046875,27
2026-07-07 00:02:00-04:00,4142.89990234375,4143.7001953125,4142.7998046875,4143.60009765625,31
2026-07-07 00:03:00-04:00,4143.5,4144.7001953125,4143.5,4144.7001953125,16
2026-07-07 00:04:00-04:00,4144.7001953125,4145.2001953125,4143.0,4144.2001953125,41
2026-07-07 00:05:00-04:00,4144.2001953125,4145.10009765625,4144.0,4145.10009765625,12
2026-07-07 00:06:00-04:00,4145.2998046875,4146.0,4144.7998046875,4144.7998046875,25
2026-07-07 00:07:00-04:00,4145.2998046875,4146.0,4145.2998046875,4146.0,9
2026-07-07 00:08:00-04:00,4146.0,4148.7001953125,4146.0,4148.60009765625,79
2026-07-07 00:09:00-04:00,4148.5,4151.2998046875,4148.5,4150.89990234375,172
2026-07-07 00:10:00-04:00,4150.60009765625,4150.60009765625,4149.5,4149.5,29
2026-07-07 00:11:00-04:00,4149.60009765625,4151.5,4149.2998046875,4151.39990234375,60
2026-07-07 00:12:00-04:00,4151.2001953125,4151.5,4149.89990234375,4151.5,44
2026-07-07 00:13:00-04:00,4151.89990234375,4152.39990234375,4149.5,4149.60009765625,80
2026-07-07 00:14:00-04:00,4149.10009765625,4150.0,4147.5,4147.60009765625,112
2026-07-07 00:15:00-04:00,4147.7001953125,4148.89990234375,4147.0,4147.89990234375,42
2026-07-07 00:16:00-04:00,4147.89990234375,4148.0,4144.5,4144.5,64
2026-07-07 00:17:00-04:00,4144.60009765625,4144.60009765625,4142.2998046875,4143.39990234375,80
2026-07-07 00:18:00-04:00,4143.0,4143.7001953125,4142.89990234375,4143.2998046875,11
2026-07-07 00:19:00-04:00,4143.2001953125,4143.5,4143.0,4143.5,11
2026-07-07 00:20:00-04:00,4143.5,4143.7001953125,4142.7001953125,4142.7998046875,26
2026-07-07 00:21:00-04:00,4142.89990234375,4143.39990234375,4142.5,4142.60009765625,17
2026-07-07 00:22:00-04:00,4142.7001953125,4142.7001953125,4142.0,4142.5,11
2026-07-07 00:23:00-04:00,4142.39990234375,4145.7001953125,4142.39990234375,4143.5,83
2026-07-07 00:24:00-04:00,4143.60009765625,4144.0,4143.10009765625,4144.0,7
2026-07-07 00:25:00-04:00,4144.39990234375,4145.5,4144.2998046875,4144.7998046875,27
2026-07-07 00:26:00-04:00,4145.10009765625,4145.5,4144.89990234375,4145.10009765625,9
2026-07-07 00:27:00-04:00,4145.10009765625,4145.10009765625,4144.60009765625,4144.89990234375,5
2026-07-07 00:28:00-04:00,4144.89990234375,4145.0,4143.7998046875,4143.7998046875,13
2026-07-07 00:29:00-04:00,4144.0,4144.0,4142.2998046875,4143.2001953125,18
2026-07-07 00:30:00-04:00,4143.2998046875,4143.2998046875,4140.2998046875,4141.7998046875,100
2026-07-07 00:31:00-04:00,4142.0,4142.7998046875,4142.0,4142.7998046875,21
2026-07-07 00:32:00-04:00,4141.60009765625,4142.7001953125,4141.60009765625,4141.7998046875,38
