time,open,high,low,close,volume
2026-08-27 00:00:00-04:00,4679.7001953125,4680.2998046875,4679.0,4679.60009765625,0
2026-08-27 00:01:00-04:00,4679.7001953125,4680.89990234375,4679.7001953125,4680.0,34
2026-08-27 00:02:00-04:00,4680.0,4681.10009765625,4679.89990234375,4681.10009765625,39
2026-08-27 00:03:00-04:00,4681.2001953125,4681.7998046875,4680.89990234375,4681.5,41
2026-08-27 00:04:00-04:00,4681.39990234375,4681.60009765625,4680.89990234375,4681.0,39
2026-08-27 00:05:00-04:00,4680.89990234375,4681.2998046875,4679.0,4679.39990234375,51
2026-08-27 00:06:00-04:00,4679.7998046875,4680.39990234375,4679.60009765625,4680.2998046875,16
2026-08-27 00:07:00-04:00,4680.7001953125,4680.7001953125,4679.7998046875,4680.10009765625,24
2026-08-27 00:08:00-04:00,4679.7998046875,4680.0,4679.7998046875,4680.0,6
2026-08-27 00:09:00-04:00,4679.89990234375,4680.10009765625,4679.7998046875,4679.7998046875,11
2026-08-27 00:10:00-04:00,4679.89990234375,4680.2001953125,4679.60009765625,4680.10009765625,10
2026-08-27 00:11:00-04:00,4680.10009765625,4680.7001953125,4679.39990234375,4679.39990234375,49
2026-08-27 00:12:00-04:00,4679.2998046875,4679.5,4678.7998046875,4679.5,35
2026-08-27 00:13:00-04:00,4679.5,4680.10009765625,4679.2001953125,4680.10009765625,14
2026-08-27 00:14:00-04:00,4680.5,4680.5,4679.7998046875,4679.7998046875,8
2026-08-27 00:15:00-04:00,4679.60009765625,4679.7001953125,4679.39990234375,4679.7001953125,6
2026-08-27 00:16:00-04:00,4679.7001953125,4679.7001953125,4679.7001953125,4679.7001953125,1
2026-08-27 00:17:00-04:00,4679.89990234375,4681.60009765625,4679.89990234375,4680.7001953125,30
2026-08-27 00:18:00-04:00,4680.7001953125,4680.7001953125,4680.2998046875,4680.5,8
2026-08-27 00:19:00-04:00,4680.2998046875,4680.60009765625,4678.2998046875,4678.5,111
2026-08-27 00:20:00-04:00,4678.7001953125,4679.2001953125,4678.0,4678.10009765625,83
